,Sample_0,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49
Gene_771,10,8,13,16,9,10,9,8,13,8,12,9,6,4,12,9,14,10,14,12,13,8,12,11,12,7,10,10,11,6,13,5,6,6,9,9,7,7,7,11,9,7,12,14,18,10,14,10,8,14
Gene_772,7,14,10,17,6,8,8,7,13,8,6,10,13,8,15,5,9,8,10,11,6,12,5,9,6,11,9,7,7,8,10,9,9,8,14,9,8,13,5,10,9,13,16,10,6,12,12,7,14,10
Gene_773,10,5,10,8,7,20,5,8,8,11,7,6,5,10,14,7,5,4,7,13,6,10,6,7,9,8,10,8,12,9,12,9,10,5,9,4,15,8,12,15,14,11,18,10,9,13,7,3,9,11
Gene_774,6,10,6,9,10,12,13,10,6,9,15,11,9,8,12,8,14,8,7,13,11,7,8,7,7,9,10,10,20,13,12,12,7,8,8,4,13,11,7,5,10,6,10,8,10,9,9,5,15,9
Gene_775,8,10,8,13,15,12,12,7,10,6,12,10,9,9,16,12,9,8,7,13,5,14,8,17,6,8,8,14,9,13,13,6,17,8,11,14,17,12,12,11,11,11,10,10,12,14,7,4,8,10
Gene_776,8,12,6,10,9,10,13,10,8,9,8,14,8,11,9,5,11,11,8,10,15,10,7,10,10,7,6,9,11,13,13,10,9,2,11,11,8,11,6,12,9,15,9,9,10,11,8,6,12,10
Gene_777,12,16,11,4,6,3,14,12,10,10,4,9,9,8,7,11,7,14,10,12,7,7,7,12,3,8,7,9,15,17,5,15,8,6,10,9,8,6,9,14,8,7,10,7,8,9,5,7,12,12
Gene_778,8,9,17,5,14,13,11,8,9,3,10,6,5,9,11,9,11,3,15,11,5,13,9,9,11,8,17,8,9,7,11,9,7,12,9,11,8,9,10,16,11,10,17,6,12,13,11,14,13,5
Gene_779,11,15,20,7,15,8,19,3,13,7,10,7,15,6,11,10,10,6,14,9,17,11,12,8,12,10,6,13,7,6,10,5,11,11,5,6,12,10,8,7,14,10,9,13,9,9,13,6,15,10
Gene_780,15,5,7,12,11,10,12,4,9,18,12,7,11,17,8,14,16,6,15,11,8,10,9,10,13,11,6,8,8,10,17,22,6,10,10,12,7,9,14,7,4,8,7,9,5,9,7,7,11,7
Gene_781,4,16,8,9,13,6,9,6,15,15,7,9,14,16,11,8,10,9,13,6,14,9,15,18,10,13,8,12,16,12,14,12,3,16,14,9,9,9,7,15,9,6,9,8,11,11,8,6,9,12
Gene_782,13,10,11,7,13,12,7,5,14,12,8,20,14,7,10,9,6,9,10,11,11,11,7,11,14,12,15,8,15,8,5,9,14,6,8,10,6,10,11,15,5,7,16,9,9,7,9,7,12,8
Gene_783,10,10,9,12,6,9,12,10,11,16,11,8,10,9,6,7,12,9,9,17,8,14,14,7,8,11,10,5,7,11,13,7,14,19,7,10,17,4,5,13,9,13,12,9,10,9,9,12,3,10
Gene_784,9,15,8,10,12,10,11,13,10,18,10,8,9,7,8,10,6,12,13,9,9,11,4,7,7,10,11,11,8,13,8,12,13,6,7,9,12,11,17,10,9,15,14,12,13,9,11,7,14,7
Gene_785,8,5,19,8,14,8,16,10,5,8,4,12,7,6,18,14,16,9,9,9,9,6,16,10,15,14,17,8,13,3,9,11,17,16,10,7,18,13,15,18,17,14,7,7,16,13,11,5,9,9
Gene_786,16,3,11,8,11,12,13,11,10,12,12,15,13,9,21,14,8,13,8,6,20,8,9,13,7,12,9,3,7,9,12,9,15,7,10,14,14,2,16,19,12,8,9,10,6,8,11,13,18,10
Gene_787,6,10,10,8,10,14,11,15,16,12,15,11,10,8,10,5,12,7,5,8,8,10,12,7,9,9,4,17,5,12,14,16,14,9,14,8,9,12,18,6,7,8,11,5,12,7,14,8,14,5
Gene_788,7,11,6,10,10,11,12,7,8,11,11,9,15,11,9,11,6,8,8,10,8,9,12,11,7,8,11,9,8,12,9,11,8,9,7,14,6,8,13,6,22,15,17,11,3,7,9,4,7,8
Gene_789,13,9,10,8,12,7,6,13,12,10,8,12,7,9,10,7,6,17,13,13,13,6,13,10,6,13,7,12,17,9,14,8,9,9,5,6,11,10,8,9,8,12,10,11,10,6,12,10,14,11
Gene_790,12,13,10,9,7,16,5,15,6,8,9,11,9,16,17,13,9,10,3,6,5,10,12,8,19,10,9,12,5,14,16,12,8,13,12,8,9,17,13,8,6,21,12,10,4,10,16,11,10,12
Gene_791,11,7,8,11,11,6,10,5,8,9,9,15,7,12,11,8,15,11,7,10,9,14,12,9,6,6,8,10,8,15,9,5,9,10,10,10,9,9,6,13,10,7,10,8,5,12,6,14,11,16
Gene_792,2,12,9,11,9,12,13,11,7,8,9,10,12,13,15,8,7,15,7,12,12,13,10,14,10,14,10,8,9,5,16,10,13,13,8,11,18,17,10,16,10,7,13,15,10,11,13,12,13,6
Gene_793,10,11,12,6,10,9,9,6,16,14,5,10,14,16,13,9,10,13,10,11,11,3,7,8,12,11,11,12,12,13,10,10,9,3,1,19,10,15,9,7,7,9,4,11,9,10,13,14,8,5
Gene_794,6,7,7,8,12,11,19,17,10,11,3,8,9,6,11,16,15,10,12,14,10,11,16,9,10,8,7,6,8,12,10,13,10,11,8,19,13,9,8,15,7,8,11,14,3,8,15,14,13,9
Gene_795,10,12,11,5,9,16,5,5,8,14,7,10,11,9,4,14,7,11,14,9,11,10,9,5,6,5,8,7,10,12,11,11,17,15,5,14,17,11,8,13,2,6,9,9,10,14,17,6,11,13
Gene_796,4,9,11,11,13,12,5,10,7,9,14,8,14,10,13,8,11,6,7,8,9,14,14,7,8,9,5,10,17,7,15,9,16,11,12,8,9,17,13,7,10,16,10,8,8,7,11,8,9,10
Gene_797,9,12,3,11,9,9,12,7,12,12,10,13,10,13,14,9,11,13,9,5,7,15,13,10,12,3,11,12,5,10,7,13,10,8,6,12,7,9,9,10,15,10,14,4,10,7,11,11,4,8
Gene_798,11,11,15,10,10,3,12,13,16,11,4,13,13,10,7,11,9,14,13,12,8,10,9,6,13,15,14,8,11,13,17,8,15,9,10,8,12,7,10,8,6,10,6,9,11,8,8,7,13,6
Gene_799,10,6,6,8,9,9,9,9,10,12,13,12,8,11,9,6,10,9,11,10,11,12,14,8,11,6,11,10,10,11,8,10,7,9,13,8,9,15,5,11,11,5,10,11,11,13,12,9,14,9
Gene_800,16,4,6,6,4,12,15,8,8,7,7,11,12,8,9,8,9,9,9,7,8,12,13,8,5,10,2,8,9,9,13,11,10,7,10,13,9,13,10,9,9,12,9,9,9,14,10,13,8,9
Gene_801,7,13,8,7,15,2,8,9,10,14,9,9,10,14,6,11,13,9,8,7,14,10,13,9,19,4,8,9,12,7,13,2,17,10,13,10,17,13,9,9,6,11,8,9,10,3,10,18,7,11
Gene_802,11,12,17,14,13,14,11,10,14,5,13,13,5,15,9,18,9,8,13,9,12,9,12,13,6,13,12,13,15,7,11,8,6,4,9,9,10,8,11,15,5,13,11,8,16,10,9,7,10,11
Gene_803,16,16,13,7,15,8,13,8,11,16,11,11,6,10,7,10,16,9,9,8,11,9,6,4,9,14,14,10,14,8,11,9,10,5,6,13,14,14,15,13,7,19,8,13,10,10,11,15,12,9
Gene_804,7,6,7,4,8,7,14,6,8,9,8,14,8,7,8,15,12,19,9,11,5,7,13,14,11,11,6,12,10,7,10,16,15,16,9,7,11,15,6,4,6,10,7,12,11,7,12,9,10,18
Gene_805,12,14,4,12,7,9,9,8,13,13,8,12,18,10,12,7,10,10,12,11,6,13,9,7,5,6,9,9,8,13,8,14,14,17,10,7,8,10,13,6,9,10,12,12,10,18,7,16,15,7
Gene_806,7,10,11,12,3,8,9,5,7,9,8,6,11,2,15,9,10,18,6,7,13,10,5,17,8,12,9,4,13,5,6,13,11,9,5,8,9,4,7,11,5,16,7,9,6,9,6,14,11,5
Gene_807,8,18,10,8,6,6,7,5,7,11,8,7,8,7,10,7,9,8,9,11,11,6,15,17,7,9,11,10,14,11,8,8,11,11,9,15,13,11,8,12,10,13,12,19,7,12,10,8,7,15
Gene_808,12,5,11,8,10,8,7,10,9,14,12,7,9,9,8,13,13,6,15,11,9,10,12,9,14,7,11,16,13,8,10,12,11,14,13,7,11,11,14,12,6,5,11,13,9,13,14,11,9,9
Gene_809,17,13,9,10,5,7,11,5,12,11,7,16,10,14,12,18,5,9,8,12,8,13,5,8,11,6,10,16,9,14,6,15,7,3,9,10,10,8,13,7,12,10,15,8,6,11,9,6,11,11
Gene_810,10,6,13,6,4,14,8,8,11,9,17,5,9,8,6,15,8,7,14,8,12,11,8,11,11,9,3,12,13,9,13,15,7,13,7,7,8,14,10,12,11,5,12,9,17,14,10,9,4,11
Gene_811,13,10,15,9,9,10,11,10,9,8,8,5,10,6,10,7,8,13,9,8,11,8,12,11,6,8,10,10,6,8,13,7,11,8,10,4,8,12,14,8,7,10,11,11,11,13,15,6,8,6
Gene_812,8,12,7,10,11,9,9,8,6,12,9,8,10,6,7,8,9,14,13,4,15,9,13,8,11,12,8,11,8,13,9,19,6,10,11,10,16,9,9,14,10,9,8,10,4,5,7,6,6,10
Gene_813,1,18,8,12,12,14,8,10,7,11,9,9,9,10,11,15,13,6,11,12,5,9,8,10,8,11,15,13,14,8,10,8,7,9,12,4,8,14,10,7,8,10,4,12,11,7,10,6,16,7
Gene_814,9,4,10,14,10,8,10,12,7,8,7,11,9,14,8,10,13,10,11,19,10,11,9,8,14,7,14,7,5,10,11,12,10,13,9,12,9,8,12,9,10,8,15,10,8,10,6,13,8,14
Gene_815,6,10,8,6,9,5,11,9,9,5,9,20,9,8,11,12,20,13,7,9,5,9,14,13,8,10,9,12,12,2,8,7,11,4,10,14,8,7,16,11,13,11,7,12,9,12,3,8,10,6
Gene_816,10,15,16,13,13,12,9,6,8,9,11,10,16,10,13,7,9,12,8,7,11,13,12,16,13,3,2,9,14,7,6,15,9,11,6,7,10,11,15,7,8,10,5,14,14,8,10,10,8,13
Gene_817,14,11,7,11,4,10,7,9,7,13,4,8,11,13,4,9,11,8,9,5,8,8,9,16,9,8,15,9,13,5,17,7,11,9,14,8,13,7,5,7,5,13,14,10,10,8,12,13,5,12
Gene_818,9,17,11,13,9,10,10,9,9,4,9,8,11,8,15,14,6,15,11,11,16,13,19,7,10,14,8,14,6,9,13,10,10,10,9,13,12,2,11,10,9,7,11,9,9,12,6,9,12,6
Gene_819,8,14,10,9,12,8,12,5,11,8,9,11,8,16,10,15,5,7,3,15,16,15,9,9,14,8,8,13,18,13,4,7,10,9,8,8,6,9,9,4,14,8,10,9,9,9,10,10,10,8
Gene_820,9,4,11,10,13,5,9,7,6,6,13,5,15,12,7,15,13,11,13,10,10,11,7,13,8,10,8,14,15,11,12,7,17,7,7,7,16,6,10,7,6,13,10,5,9,12,8,5,7,11
Gene_821,9,14,7,15,16,8,7,11,10,11,12,17,12,11,14,11,8,6,7,6,12,13,15,11,7,9,10,10,7,7,11,11,10,11,13,10,6,8,7,7,11,13,12,4,10,15,16,6,17,9
Gene_822,12,7,8,13,7,7,13,9,8,6,12,12,9,14,15,7,1,9,4,10,12,9,11,7,12,16,16,14,9,9,6,5,9,13,15,13,11,18,9,9,14,10,10,10,8,12,12,8,6,14
Gene_823,9,13,6,11,4,7,12,11,10,12,13,9,9,13,10,10,6,7,11,7,14,13,10,8,20,11,5,10,11,12,11,6,11,12,5,11,9,5,13,7,12,6,8,11,9,9,11,8,15,8
Gene_824,12,14,6,12,9,5,11,7,10,10,14,15,12,9,10,7,8,5,11,7,8,13,10,12,16,9,13,11,12,17,5,11,10,9,8,8,8,13,14,10,9,13,9,9,8,14,10,6,7,9
Gene_825,12,6,10,2,9,14,6,6,15,8,10,9,8,9,10,13,16,8,12,7,5,3,8,8,12,13,10,10,15,8,13,4,18,12,14,12,19,5,4,5,15,6,8,10,6,7,12,7,11,10
Gene_826,11,6,15,9,10,13,10,8,11,10,9,5,14,8,10,8,11,10,9,9,11,16,9,14,9,6,14,14,13,7,10,9,7,8,13,9,8,12,9,9,10,10,11,12,15,11,13,7,11,15
Gene_827,10,11,8,11,10,13,9,13,20,11,14,14,8,5,14,14,15,11,17,18,8,7,6,6,6,7,9,18,6,12,5,12,13,17,12,10,17,10,8,13,13,10,12,6,11,8,8,10,9,5
Gene_828,11,13,7,7,7,15,9,11,5,5,6,9,14,14,11,8,14,10,11,8,8,10,8,17,6,15,17,7,10,8,7,9,9,10,8,15,6,15,3,5,9,7,12,6,6,13,18,9,14,10
Gene_829,12,8,12,8,7,14,15,8,16,7,14,7,16,11,11,5,11,10,9,11,12,7,8,5,12,7,10,12,5,11,13,10,10,16,7,13,7,6,11,14,11,11,6,13,6,6,11,9,15,3
Gene_830,10,8,5,9,9,7,9,12,7,11,12,8,9,8,12,9,12,15,7,14,13,20,14,15,13,9,9,13,12,8,13,15,11,12,8,10,7,15,8,10,7,8,20,9,19,10,18,15,6,15
Gene_831,6,12,14,11,11,7,10,12,15,6,11,9,19,11,12,4,17,15,6,12,15,14,14,14,14,5,8,15,8,10,6,8,7,5,8,13,11,13,19,9,15,11,10,7,7,19,7,15,13,9
Gene_832,9,10,16,3,7,4,15,9,18,6,12,7,7,13,12,5,8,8,5,13,6,12,7,12,7,14,7,6,10,7,7,6,6,12,10,7,6,14,15,12,12,11,12,8,9,8,6,5,11,5
Gene_833,8,8,10,13,7,13,11,8,11,6,8,11,11,8,7,17,13,2,11,9,8,9,11,7,8,7,8,14,8,10,7,5,10,10,17,8,10,16,14,11,12,14,10,13,8,16,10,4,11,10
Gene_834,15,7,5,7,6,11,14,9,12,4,13,11,12,4,7,12,11,12,9,7,8,10,13,9,10,7,6,10,14,12,12,6,14,8,9,8,13,13,9,7,10,14,10,9,7,5,9,10,11,12
Gene_835,17,9,15,10,11,8,13,10,11,15,11,12,21,6,8,11,7,11,11,10,10,15,5,10,9,8,6,9,11,12,7,8,7,5,7,16,12,14,20,9,10,9,14,11,13,10,9,12,10,6
Gene_836,9,6,7,4,17,11,5,13,14,6,10,11,8,8,13,10,3,8,14,14,11,14,9,8,13,13,17,8,11,8,8,12,11,6,12,4,7,7,8,9,10,8,9,12,19,8,6,8,8,13
Gene_837,6,14,12,11,10,7,5,13,7,10,14,11,10,18,20,13,6,19,10,9,8,9,12,4,7,10,9,10,16,6,11,13,6,11,12,7,13,9,14,14,13,10,13,12,8,2,15,13,5,12
Gene_838,18,9,9,12,10,5,6,4,7,9,16,10,9,13,6,11,11,8,6,11,8,10,12,11,14,15,15,10,10,6,8,12,6,17,7,8,11,7,5,13,3,10,10,7,14,13,7,13,11,14
Gene_839,13,9,9,10,6,10,8,6,20,11,10,7,7,18,13,8,11,10,12,9,13,7,9,8,10,6,11,10,17,7,9,12,11,6,9,15,7,5,8,7,4,13,6,10,16,16,9,8,9,12
Gene_840,13,12,11,14,12,6,13,8,6,16,5,9,10,11,5,8,7,8,8,8,11,10,9,11,8,11,13,8,9,12,15,14,7,11,10,12,13,8,13,15,8,17,13,13,11,11,15,11,8,4
Gene_841,10,7,12,9,8,14,10,9,10,12,10,11,13,15,9,7,8,8,5,7,12,12,11,9,12,9,10,9,6,14,10,8,7,7,15,10,12,8,10,11,13,9,8,13,11,4,7,13,10,18
Gene_842,13,8,17,10,13,13,6,11,6,11,12,14,4,6,9,8,12,8,7,11,15,16,4,15,7,12,12,9,8,12,10,10,14,12,9,8,16,12,8,10,5,9,13,14,13,12,9,10,9,6
Gene_843,8,14,10,8,8,5,6,9,9,10,7,6,12,6,12,13,9,9,9,8,12,12,9,6,15,7,11,9,10,5,2,7,11,11,5,11,14,6,8,13,9,6,11,12,16,14,12,7,15,6
Gene_844,9,7,13,5,13,6,14,10,16,5,11,12,13,11,13,13,9,7,11,11,6,5,11,9,21,10,12,8,14,11,15,4,11,7,14,8,10,9,5,16,11,13,6,15,11,8,4,13,15,5
Gene_845,7,13,9,16,15,6,7,9,9,12,12,11,5,13,16,8,10,15,7,11,9,8,9,5,10,8,10,11,10,5,12,16,12,8,15,8,13,10,6,11,9,6,12,8,14,8,15,6,12,10
Gene_846,11,10,8,10,10,9,12,14,11,9,7,10,6,10,9,13,8,13,10,7,9,10,9,14,4,8,13,9,20,17,7,8,7,9,5,13,8,4,6,9,11,5,7,5,18,7,12,14,7,4
Gene_847,10,10,9,9,7,9,7,12,10,10,13,19,7,6,8,11,8,12,8,7,10,8,10,7,5,7,11,11,10,6,13,9,15,12,16,15,21,10,6,10,5,7,8,7,15,10,12,15,14,12
Gene_848,9,7,5,13,8,8,12,11,19,16,2,12,5,7,11,9,12,11,7,15,8,11,10,6,9,10,11,8,13,13,6,11,17,9,9,8,9,5,6,7,9,10,11,10,10,8,8,10,6,10
Gene_849,3,17,10,13,4,4,12,9,10,10,9,9,5,8,16,11,6,13,8,2,16,7,16,8,10,11,10,7,11,4,10,12,7,10,15,5,12,13,7,7,9,11,5,11,8,11,8,5,13,11
Gene_850,16,16,18,9,10,11,9,8,9,3,7,12,8,10,6,6,10,7,9,6,7,9,7,5,11,13,11,15,19,6,9,5,11,11,5,14,14,7,8,9,14,11,13,8,9,6,10,8,10,17
Gene_851,10,6,12,5,7,9,8,8,12,6,7,7,8,16,6,10,16,9,8,9,14,3,8,6,10,9,14,12,6,9,11,5,9,12,12,9,3,9,9,12,16,6,9,9,16,11,12,12,12,15
Gene_852,4,14,6,6,15,13,12,12,7,12,11,9,7,7,8,7,8,14,9,4,7,9,7,5,4,9,8,6,12,11,13,12,10,7,17,20,10,11,16,10,6,16,14,11,12,10,16,8,11,7
Gene_853,10,11,8,9,16,5,13,8,9,6,13,7,13,9,10,11,13,22,15,11,11,7,12,9,7,14,9,14,12,15,8,15,15,10,11,10,7,10,7,8,14,10,9,7,9,7,10,11,7,11
Gene_854,8,11,9,8,9,12,11,11,6,9,12,9,10,8,15,14,7,7,16,10,15,12,15,13,9,9,7,10,6,10,11,10,12,11,16,10,10,12,13,16,10,7,11,2,12,15,7,9,6,13
Gene_855,10,18,11,12,11,13,4,15,13,10,14,6,16,9,13,11,10,5,5,12,9,12,6,9,12,19,7,11,14,6,6,5,10,12,8,13,4,7,17,9,18,13,8,8,14,9,11,8,11,9
Gene_856,12,12,9,14,14,10,13,12,17,8,11,13,12,11,4,9,10,6,7,9,10,21,12,12,12,12,5,17,11,16,11,12,7,12,8,9,13,13,11,11,9,5,7,11,10,7,9,9,12,16
Gene_857,10,14,8,11,10,9,7,8,11,13,8,12,12,14,9,12,7,14,9,16,9,13,9,7,8,13,5,15,9,6,10,7,11,12,7,9,14,9,10,14,6,10,11,11,9,14,12,5,9,7
Gene_858,6,10,20,14,8,15,9,11,11,9,11,10,15,9,12,8,13,6,4,9,3,10,12,11,9,13,17,11,12,13,6,12,9,9,7,7,8,10,5,12,9,10,8,12,10,10,10,8,5,8
Gene_859,9,17,10,11,10,10,9,7,4,7,10,12,9,9,10,7,7,11,8,10,7,9,14,7,8,15,11,9,13,8,7,18,11,12,7,10,18,7,10,4,12,10,8,10,11,6,11,10,7,13
Gene_860,12,9,10,12,8,7,8,11,15,10,10,10,15,8,14,15,8,8,8,15,13,10,16,6,8,9,12,12,7,16,13,7,11,9,15,6,7,11,10,12,10,11,7,9,6,14,9,7,12,15
Gene_861,12,6,15,11,9,6,9,16,10,17,14,9,16,6,8,10,7,11,9,4,10,5,10,7,2,9,11,6,8,6,7,9,11,8,10,13,10,13,17,6,8,13,17,12,15,14,4,6,14,14
Gene_862,11,8,7,6,6,18,8,8,10,7,13,11,11,12,14,11,9,15,16,13,13,7,10,12,16,8,9,5,13,10,8,9,11,14,8,7,10,18,8,10,6,12,7,12,11,12,7,15,5,8
Gene_863,6,13,13,7,12,10,8,9,6,8,9,3,9,7,12,16,9,16,11,15,12,9,14,7,10,7,5,6,7,15,8,11,13,9,5,7,9,12,10,15,7,12,9,6,12,7,7,9,9,4
Gene_864,16,11,11,4,7,12,13,11,7,9,7,12,19,12,10,9,13,14,12,8,8,11,11,9,5,13,7,14,6,10,11,12,7,8,14,12,14,14,12,8,14,10,10,8,12,6,9,13,5,15
Gene_865,9,6,17,12,15,8,8,13,11,3,8,13,12,10,11,11,14,7,12,6,12,5,6,10,8,7,8,8,10,12,15,9,8,10,11,11,8,7,7,9,11,6,11,12,16,8,10,9,10,10
Gene_866,9,8,10,4,8,8,7,15,16,13,7,6,8,11,6,7,7,9,10,11,11,5,13,9,11,17,12,13,10,12,6,7,14,10,13,16,8,10,6,8,8,8,15,14,12,11,13,13,13,7
Gene_867,9,13,13,9,5,11,5,7,11,8,7,12,7,14,15,13,16,9,9,6,12,10,11,6,12,7,11,11,10,10,10,13,8,11,11,6,13,13,6,7,12,12,7,6,4,10,13,8,8,15
Gene_868,13,15,8,16,11,7,16,12,8,10,16,12,14,8,11,10,11,13,17,6,11,15,13,12,8,9,7,8,10,9,10,5,13,7,10,9,6,19,9,10,10,10,7,9,12,10,8,7,12,13
Gene_869,4,10,5,11,13,11,15,10,10,9,9,9,15,10,7,9,7,7,10,8,9,8,12,10,9,15,11,8,8,11,11,12,13,7,23,10,15,9,8,17,6,12,5,12,9,6,14,16,8,10
Gene_870,6,11,7,9,11,18,6,8,11,10,10,6,21,7,7,9,8,11,10,9,8,14,8,10,8,15,11,11,7,9,9,5,10,8,15,13,11,12,9,8,16,6,4,7,14,10,17,10,16,10
Gene_871,17,21,9,11,14,7,11,12,10,7,7,11,15,15,9,9,5,7,8,7,11,10,6,13,9,9,6,9,9,5,5,6,7,5,9,9,10,12,9,7,5,10,11,9,10,14,7,13,5,8
Gene_872,7,15,10,9,14,12,11,11,8,15,9,15,12,6,17,13,7,8,4,9,8,16,11,9,8,8,9,3,11,6,9,12,8,16,8,9,14,10,23,9,8,10,9,10,5,10,7,10,6,13
Gene_873,12,9,10,6,12,8,11,8,15,6,10,8,11,3,9,13,10,8,13,11,8,11,11,11,8,5,8,6,10,14,8,8,7,8,9,9,13,13,7,19,3,15,9,9,8,15,15,7,12,14
Gene_874,14,13,8,11,8,14,6,6,9,16,12,8,10,13,5,7,11,7,15,12,3,11,4,7,14,11,10,9,11,7,14,12,8,9,10,14,21,17,13,17,11,13,4,10,9,18,5,6,13,10
Gene_875,10,9,10,9,5,10,8,10,15,9,8,10,11,6,16,8,17,8,8,8,10,5,3,12,6,7,10,5,10,6,9,9,15,6,6,7,14,4,10,21,14,7,8,13,5,16,7,15,14,16
Gene_876,13,11,8,9,15,7,9,9,10,11,11,8,13,12,5,11,13,8,9,15,9,13,11,5,11,10,13,6,8,7,10,8,10,14,14,17,12,8,12,13,14,13,11,9,7,12,7,12,11,20
Gene_877,15,8,9,15,11,15,8,11,11,7,10,15,9,15,10,8,9,12,7,6,14,8,9,9,15,8,12,8,6,13,15,17,3,11,15,6,13,8,14,9,9,8,5,11,9,11,15,6,6,5
Gene_878,12,10,8,13,12,5,6,13,12,9,12,7,6,9,8,9,12,13,8,12,9,8,13,13,14,13,11,15,5,11,8,10,8,11,6,5,12,9,17,6,16,10,13,10,11,13,9,8,7,8
Gene_879,7,8,6,7,7,9,7,8,13,6,11,8,9,12,10,10,14,9,12,10,14,10,11,15,6,10,10,6,11,10,14,7,6,11,15,11,14,16,12,9,8,11,9,7,8,11,9,9,6,12
Gene_880,12,11,11,10,9,8,7,7,11,12,10,15,8,15,11,8,17,9,7,9,9,7,11,11,12,9,11,10,7,8,10,8,7,10,7,17,16,12,10,7,8,12,7,11,11,8,13,9,8,7
Gene_881,6,13,7,23,6,14,10,7,15,10,12,5,9,16,12,14,15,6,11,7,11,10,13,8,8,10,5,17,8,9,12,10,8,9,9,12,8,9,8,14,11,11,9,7,7,8,8,13,15,7
Gene_882,11,6,9,11,4,8,10,9,9,9,18,9,6,14,9,12,8,12,11,6,19,13,12,9,11,10,6,11,17,7,9,15,13,16,13,7,9,7,9,6,6,19,11,10,15,16,14,14,14,13
Gene_883,8,7,8,10,11,10,5,7,13,9,11,8,16,11,9,7,6,8,16,14,8,8,3,10,13,16,5,12,14,8,8,9,6,10,15,8,13,11,8,7,8,13,6,10,9,10,7,10,6,11
Gene_884,7,15,15,14,11,13,14,9,13,12,5,9,12,16,9,9,8,9,2,6,12,5,11,8,8,7,9,12,11,12,13,14,9,14,13,14,11,12,8,13,10,18,14,10,14,10,7,14,10,12
Gene_885,11,13,12,11,19,12,12,12,8,9,14,12,11,15,13,8,10,12,10,8,6,6,8,5,15,3,6,17,13,11,14,10,10,14,8,12,6,5,4,12,12,4,11,12,7,11,11,12,8,13
Gene_886,9,7,10,6,9,11,9,10,12,14,11,8,11,12,1,4,12,3,14,7,11,11,6,8,10,5,9,12,10,8,6,11,15,8,10,10,12,13,8,7,13,11,10,8,11,19,18,7,7,14
Gene_887,7,10,18,11,10,13,5,9,16,9,8,13,4,11,8,8,7,8,9,7,7,15,6,10,9,8,16,7,10,13,12,7,5,12,11,15,14,5,10,7,13,14,9,11,9,12,12,11,9,7
Gene_888,10,9,7,8,7,9,15,11,16,9,8,5,9,8,6,10,8,8,6,14,8,13,13,8,9,17,11,6,7,8,13,15,8,9,16,10,12,13,11,12,10,10,5,18,12,10,7,15,11,7
Gene_889,9,16,9,10,11,11,8,9,6,12,11,13,15,12,15,16,6,12,7,7,10,5,12,10,5,13,6,11,12,8,10,10,13,11,9,14,5,7,8,10,7,8,15,13,12,7,11,7,14,8
Gene_890,8,9,11,10,17,16,12,12,21,10,15,11,14,4,14,15,8,16,5,20,13,13,20,11,10,7,7,8,11,8,17,8,12,11,12,8,10,7,18,7,11,11,15,9,12,4,13,9,10,6
Gene_891,15,5,15,12,10,9,10,11,6,7,16,14,15,7,11,7,8,16,16,15,9,9,10,13,7,10,10,13,6,12,13,15,8,4,12,12,7,12,16,11,9,13,11,14,10,15,3,6,6,6
Gene_892,13,6,14,10,14,12,4,9,10,15,9,10,12,10,10,8,8,10,12,13,10,5,17,11,11,11,8,11,12,11,10,11,12,8,10,8,2,12,9,8,9,11,10,5,7,9,15,8,11,4
Gene_893,10,7,11,10,13,15,8,9,6,8,10,9,6,13,10,7,16,12,10,7,9,7,9,8,13,7,12,10,13,14,13,10,5,14,11,8,18,8,11,7,8,14,7,5,12,12,7,14,8,11
Gene_894,10,11,20,10,8,11,7,9,12,11,15,6,2,11,12,8,11,11,12,13,9,12,13,10,8,7,9,9,10,8,9,17,10,11,8,12,14,6,9,9,9,12,7,6,10,7,8,16,9,9
Gene_895,9,7,9,12,15,16,10,10,14,12,17,8,7,8,13,15,14,17,7,6,7,9,11,14,10,8,11,13,14,10,12,15,7,16,6,19,8,11,14,9,9,7,5,7,6,8,14,9,14,10
Gene_896,9,12,9,19,7,7,10,4,6,12,10,16,8,15,7,16,11,7,5,11,14,14,12,13,12,6,10,12,13,12,7,13,6,8,5,5,6,10,13,13,3,12,13,12,17,8,8,11,16,12
Gene_897,8,7,17,7,5,4,8,13,12,11,12,9,6,7,10,8,12,5,7,10,10,14,7,10,17,14,13,17,13,9,12,15,11,9,11,7,8,13,10,9,11,9,12,4,9,7,13,10,13,7
Gene_898,15,16,7,16,11,6,17,11,5,9,7,5,13,6,11,6,7,15,6,8,11,13,9,16,8,8,14,8,10,14,7,17,8,11,14,13,11,13,10,16,12,12,11,9,10,6,13,6,11,9
Gene_899,6,9,13,16,12,11,15,8,9,13,14,11,11,17,14,16,7,6,8,13,11,9,11,4,7,14,18,11,6,16,12,10,6,12,19,13,17,11,6,12,8,10,8,6,6,9,9,16,13,18
