	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Ensembl	hgnc	wikigene_desc
ENSG00000106785	386.1834630328	-1.1312902316	0.20046697160000002	-5.6432749113	1.66845612408129e-08	1.79552650739957e-07	ENSG00000106785	TRIM14	tripartite motif containing 14
ENSG00000238120	13.9261304238	-1.1312030062	0.2995042475	-3.7769180761000003	0.0001587809296049	0.000697974503055	ENSG00000238120	LINC01589	
ENSG00000166762	226.5261661814	-1.1309368457	0.14881103210000002	-7.5998185756000005	2.96546192041158e-14	8.12969480341738e-13	ENSG00000166762	CATSPER2	cation channel sperm associated 2
ENSG00000129354	94.1918033083	-1.1306447565	0.46982615050000004	-2.4065172941	0.0161054414577119	0.0374497381295657	ENSG00000129354	AP1M2	adaptor related protein complex 1 subunit mu 2
ENSG00000231752	41.163502558	-1.1294702738	0.2166886261	-5.2124114403	1.8640156051691e-07	1.63571724530236e-06	ENSG00000231752	EMBP1	
ENSG00000196209	168.7022782653	-1.1294058294	0.2599487528	-4.3447249395	1.39450285417732e-05	8.03786651276729e-05	ENSG00000196209	SIRPB2	signal regulatory protein beta 2
ENSG00000259038	14.009799418	-1.1289894748	0.28577321650000004	-3.9506483101	7.79397824566043e-05	0.0003708211742469	ENSG00000259038	ENSG00000259038	
ENSG00000205885	181.2449943298	-1.1255847174	0.1569987913	-7.169384603	7.53356393147791e-13	1.6922583381486098e-11	ENSG00000205885	C1RL-AS1	
ENSG00000136490	554.6005494456	-1.1250411242	0.2269678994	-4.956829257	7.16528921183861e-07	5.53732370819412e-06	ENSG00000136490	LIMD2	LIM domain containing 2
ENSG00000003436	1443.3690104833	-1.124945604	0.1310281636	-8.5855252282	9.04223578913296e-18	4.28798348192242e-16	ENSG00000003436	TFPI	tissue factor pathway inhibitor
ENSG00000253671	14.5826009196	-1.124458773	0.2634001574	-4.2690132921	1.96339569813803e-05	0.0001092138857089	ENSG00000253671	ENSG00000253671	uncharacterized LOC101930275
ENSG00000163013	166.8147964157	-1.1241076808	0.1875179136	-5.9946682388	2.0390127678635804e-09	2.59949903378887e-08	ENSG00000163013	FBXO41	F-box protein 41
ENSG00000118729	871.7393303468	-1.123678871	0.2664260263	-4.2176017354	2.46914427780661e-05	0.0001343223070478	ENSG00000118729	CASQ2	calsequestrin 2
ENSG00000130997	623.662083509	-1.123171098	0.221081828	-5.0803411033	3.76757755256848e-07	3.10312889735454e-06	ENSG00000130997	POLN	DNA polymerase nu
ENSG00000185442	197.9492850903	-1.1219653881	0.1415374586	-7.9269855449	2.2452941265040303e-15	7.42330605662311e-14	ENSG00000185442	FAM174B	family with sequence similarity 174 member B
ENSG00000050165	566.5919480155	-1.1218993095	0.1727803981	-6.4932094264	8.402675124362e-11	1.3567827700807701e-09	ENSG00000050165	DKK3	dickkopf WNT signaling pathway inhibitor 3
ENSG00000100918	440.7511922783	-1.1207569204	0.2340818627	-4.7878844924	1.68548606325252e-06	1.19655116475238e-05	ENSG00000100918	REC8	REC8 meiotic recombination protein
ENSG00000130475	114.6112630061	-1.1204851888	0.2546961176	-4.3993021928000005	1.08599513780269e-05	6.41317694742034e-05	ENSG00000130475	FCHO1	FCH domain only 1
ENSG00000021645	54.6395274934	-1.1202284232	0.2103839444	-5.3246859036	1.01127630046458e-07	9.45360011687794e-07	ENSG00000021645	NRXN3	neurexin 3
ENSG00000197992	17.0018434372	-1.1187327258	0.23655114470000002	-4.7293481799	2.25241815021187e-06	1.55450791778128e-05	ENSG00000197992	CLEC9A	C-type lectin domain containing 9A
ENSG00000099337	531.491340538	-1.1178357711	0.174712278	-6.398152345	1.57268336878062e-10	2.40960955129697e-09	ENSG00000099337	KCNK6	potassium two pore domain channel subfamily K member 6
ENSG00000167207	77.6584237056	-1.117536879	0.3008750911	-3.7142884610999998	0.0002037762463715	0.0008681293399751	ENSG00000167207	NOD2	nucleotide binding oligomerization domain containing 2
ENSG00000182218	147.5616980699	-1.116782613	0.1405385262	-7.9464517209	1.9192963130387203e-15	6.39050806073654e-14	ENSG00000182218	HHIPL1	HHIP like 1
ENSG00000198075	161.9549147753	-1.1160472627	0.15607978050000001	-7.1504922608	8.64672576658433e-13	1.90136842120243e-11	ENSG00000198075	SULT1C4	sulfotransferase family 1C member 4
ENSG00000179242	21.1806457139	-1.1157349211	0.2637806633	-4.2297828331	2.33917015903566e-05	0.0001279186849636	ENSG00000179242	CDH4	cadherin 4
ENSG00000007237	3172.0171445989	-1.1157071796	0.18555382950000002	-6.0128491169	1.8229069145429702e-09	2.34468280467139e-08	ENSG00000007237	GAS7	growth arrest specific 7
ENSG00000123892	47.2676184597	-1.1154144945	0.19301059580000002	-5.7790324417	7.5131439799761e-09	8.7092179506155e-08	ENSG00000123892	RAB38	RAB38, member RAS oncogene family
ENSG00000261118	12.5360910347	-1.1152039305	0.2326098261	-4.7943113538	1.63234586667538e-06	1.16333294232626e-05	ENSG00000261118	ENSG00000261118	
ENSG00000161653	16.9671631579	-1.1129585371	0.2145514662	-5.1873732537	2.13280986805455e-07	1.85168915913991e-06	ENSG00000161653	NAGS	N-acetylglutamate synthase
ENSG00000118004	400.5057020531	-1.1122008468	0.1687600331	-6.5904279981	4.3856044840884696e-11	7.473436171206651e-10	ENSG00000118004	COLEC11	collectin subfamily member 11
ENSG00000204396	32.9966651847	-1.1113675999	0.22946689950000002	-4.8432588853	1.27726693353739e-06	9.35848448884066e-06	ENSG00000204396	VWA7	von Willebrand factor A domain containing 7
ENSG00000172575	93.2021825808	-1.1103192056	0.2240932039	-4.9547205651	7.24343092441583e-07	5.59310811388178e-06	ENSG00000172575	RASGRP1	RAS guanyl releasing protein 1
ENSG00000139714	22.6858413455	-1.1095163119	0.23297296720000002	-4.7624251235	1.91280181350263e-06	1.3408176653888e-05	ENSG00000139714	MORN3	MORN repeat containing 3
ENSG00000140022	232.5598565379	-1.1090677856	0.1609819595	-6.8893917616	5.603143790362419e-12	1.0960566379085001e-10	ENSG00000140022	STON2	stonin 2
ENSG00000175264	64.3247205669	-1.1075294708	0.2097585627	-5.2800203091	1.29169568307649e-07	1.17199252407213e-06	ENSG00000175264	CHST1	carbohydrate sulfotransferase 1
ENSG00000277534	17.9257118747	-1.1073517239	0.1985426653	-5.5773993065	2.4414101807554e-08	2.55132119000588e-07	ENSG00000277534	ENSG00000277534	ENSG00000277534
ENSG00000176909	54.9534471589	-1.1045557603	0.1946426195	-5.6747888155	1.3885985415665e-08	1.5231595801447e-07	ENSG00000176909	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator
ENSG00000272145	19.5108540344	-1.1040905807	0.20780416610000002	-5.3131301519	1.07758016125989e-07	9.99302609792568e-07	ENSG00000272145	NFYC-AS1	
ENSG00000262580	87.3769832321	-1.1036520806	0.2286705221	-4.8263854487	1.39033302406362e-06	1.01002181272305e-05	ENSG00000262580	ENSG00000262580	
ENSG00000162595	46.7773213569	-1.1032861144	0.1829778631	-6.0296152545	1.6435047359226801e-09	2.14180259791062e-08	ENSG00000162595	DIRAS3	DIRAS family GTPase 3
ENSG00000196668	38.9784730827	-1.1031684286	0.1880261507	-5.8671010639	4.43480384034459e-09	5.34539032848723e-08	ENSG00000196668	LINC00173	
ENSG00000039537	2061.5886556779	-1.1028980144	0.2847911356	-3.8726556988	0.0001076558584772	0.000493270704151	ENSG00000039537	C6	complement C6
ENSG00000182013	145.785821406	-1.102620553	0.2878468753	-3.8305802409	0.0001278414343197	0.0005754396680466	ENSG00000182013	PNMA8A	PNMA family member 8A
ENSG00000183508	245.2027301714	-1.102247711	0.2782586963	-3.9612336493	7.45635252888463e-05	0.0003563829069481	ENSG00000183508	TENT5C	terminal nucleotidyltransferase 5C
ENSG00000140470	64.509873649	-1.1022094032	0.1546052182	-7.1291862978000005	1.00964004588172e-12	2.19191103140032e-11	ENSG00000140470	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17
ENSG00000199753	15.5112517029	-1.1018361013	0.23621049660000001	-4.6646364885	3.09163072383664e-06	2.07349047724744e-05	ENSG00000199753	SNORD104	
ENSG00000197406	112.5481224959	-1.101601691	0.2212577338	-4.9788166591	6.39742077636094e-07	5.00989010672569e-06	ENSG00000197406	DIO3	iodothyronine deiodinase 3
ENSG00000247498	28.6178633758	-1.1012998223000001	0.20721129370000002	-5.3148638881	1.06737080786343e-07	9.91793983219559e-07	ENSG00000247498	GPRC5D-AS1	
ENSG00000259953	91.0654754643	-1.1012906931	0.16058549090000002	-6.8579713322	6.984527052017119e-12	1.34112917699212e-10	ENSG00000259953	ENSG00000259953	
ENSG00000162390	65.0246409269	-1.0991066017	0.2167976714	-5.0697343493	3.98371344725925e-07	3.2625449117349e-06	ENSG00000162390	ACOT11	acyl-CoA thioesterase 11
ENSG00000100473	70.9845873403	-1.0985696952	0.2516099322	-4.3661618816	1.26448780481611e-05	7.36279896624416e-05	ENSG00000100473	COCH	cochlin
ENSG00000065923	122.6288452408	-1.0982854511	0.1672863838	-6.5653009314	5.1927883679848696e-11	8.70672971092748e-10	ENSG00000065923	SLC9A7	solute carrier family 9 member A7
ENSG00000249487	16.2863476286	-1.0967166656	0.3150681292	-3.4808873515	0.0004997556266556	0.0019028610934644	ENSG00000249487	LINC01586	
ENSG00000166676	64.6857960296	-1.0947035432	0.1409972793	-7.7640047288	8.22888282923993e-15	2.4685333969696e-13	ENSG00000166676	TVP23A	trans-golgi network vesicle protein 23 homolog A
ENSG00000171658	16.1231463113	-1.0923895281	0.3082601634	-3.5437259104	0.0003945151550858	0.001550167983146	ENSG00000171658	NMRAL2P	
ENSG00000137731	15.3955658726	-1.0914784915	0.2392653285	-4.56179129	5.07190501882138e-06	3.24294533021609e-05	ENSG00000137731	FXYD2	FXYD domain containing ion transport regulator 2
ENSG00000076641	412.6809283421	-1.0913768865	0.0967197788	-11.2839059349	1.5759007839871898e-29	3.08269175234328e-27	ENSG00000076641	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
ENSG00000180938	45.2273244021	-1.0910768797000001	0.1495093635	-7.2977160353	2.92693542769435e-13	6.97524370516146e-12	ENSG00000180938	ZNF572	zinc finger protein 572
ENSG00000281100	11.8638749055	-1.0909922888	0.2238806444	-4.873097859	1.09861768897285e-06	8.15452236411906e-06	ENSG00000281100	ENSG00000281100	ENSG00000281100
ENSG00000181634	22.4400008424	-1.0898872009	0.329866789	-3.3040222211	0.0009530827750707	0.0033230489107043	ENSG00000181634	TNFSF15	TNF superfamily member 15
ENSG00000196932	25.2621302425	-1.087739095	0.2763676894	-3.9358403193	8.29060866557516e-05	0.0003919671201682	ENSG00000196932	TMEM26	transmembrane protein 26
ENSG00000128596	101.1314657513	-1.0856859509	0.1885413636	-5.7583435806	8.49433270970215e-09	9.73246332858429e-08	ENSG00000128596	CCDC136	coiled-coil domain containing 136
ENSG00000197859	291.2550051679	-1.0847196524	0.20503410800000002	-5.2904351529	1.2202568204593e-07	1.11672528418154e-06	ENSG00000197859	ADAMTSL2	ADAMTS like 2
ENSG00000111181	18.9919654824	-1.0846965026	0.32580220730000004	-3.3293098646	0.0008706148513888	0.0030679820405762	ENSG00000111181	SLC6A12	solute carrier family 6 member 12
ENSG00000119915	103.2859196495	-1.0844243252	0.2564113059	-4.2292375571	2.34484642088893e-05	0.0001281544555817	ENSG00000119915	ELOVL3	ELOVL fatty acid elongase 3
ENSG00000114993	401.9133523033	-1.0843073284	0.11205241190000001	-9.676787047	3.78421683041928e-22	2.9487057202673704e-20	ENSG00000114993	RTKN	rhotekin
ENSG00000157502	130.463046847	-1.0836867635	0.22409850750000002	-4.8357607348	1.32637388068068e-06	9.68804943807957e-06	ENSG00000157502	PWWP3B	PWWP domain containing 3B
ENSG00000133321	631.1867519792	-1.0832060813	0.113588769	-9.5362075954	1.4815114130405901e-21	1.0618817872324101e-19	ENSG00000133321	PLAAT4	phospholipase A and acyltransferase 4
ENSG00000215915	56.9016075421	-1.0826682185	0.1709620755	-6.3327975828	2.40755329378189e-10	3.5882097860261905e-09	ENSG00000215915	ATAD3C	ATPase family AAA domain containing 3C
ENSG00000188820	28.399067051	-1.0820154906	0.2587785395	-4.1812411979	2.89922115921243e-05	0.0001544524089329	ENSG00000188820	CALHM6	calcium homeostasis modulator family member 6
ENSG00000165923	20.5469329769	-1.081642367	0.2096126671	-5.1601956222	2.46691935311825e-07	2.1163215409871e-06	ENSG00000165923	AGBL2	ATP/GTP binding protein like 2
ENSG00000123989	1219.7813424993	-1.0811311224	0.127821273	-8.458147047	2.7165943071946802e-17	1.2117559262424902e-15	ENSG00000123989	CHPF	chondroitin polymerizing factor
ENSG00000203685	196.4530845154	-1.0809615123	0.2128785392	-5.0778322521	3.81765521296578e-07	3.1388680930072e-06	ENSG00000203685	STUM	stum, mechanosensory transduction mediator homolog
ENSG00000198910	158.7952726321	-1.0796460642	0.1992891403	-5.417485682	6.04429882152498e-08	5.89640974386585e-07	ENSG00000198910	L1CAM	L1 cell adhesion molecule
ENSG00000178562	251.3123093863	-1.0781195498	0.2797253632	-3.8542073465	0.0001161051694251	0.0005286951931702	ENSG00000178562	CD28	CD28 molecule
ENSG00000185862	308.4926018715	-1.077665255	0.2258504845	-4.7715870843	1.82779921653627e-06	1.28699818100242e-05	ENSG00000185862	EVI2B	ecotropic viral integration site 2B
ENSG00000145794	16.9287912612	-1.0772452486	0.20846564920000002	-5.1674952338	2.37252015160971e-07	2.04280403150293e-06	ENSG00000145794	MEGF10	multiple EGF like domains 10
ENSG00000138964	447.7231985567	-1.0767921723	0.1922164027	-5.6019785877	2.11918739585023e-08	2.24456966196681e-07	ENSG00000138964	PARVG	parvin gamma
ENSG00000276043	13.8640938386	-1.0766905684	0.2757551104	-3.9045171884	9.44136821452492e-05	0.0004396217547745	ENSG00000276043	ENSG00000276043	ENSG00000276043
ENSG00000082074	479.2329927549	-1.076645977	0.1806954624	-5.9583453977000005	2.54804539423132e-09	3.1857353167956e-08	ENSG00000082074	FYB1	FYN binding protein 1
ENSG00000247373	49.7892264477	-1.0762766908999999	0.17313099710000002	-6.2165453266	5.08219623739777e-10	7.246663868040461e-09	ENSG00000247373	TMED2-DT	
ENSG00000173947	54.4795877061	-1.0761233242000001	0.1487535449	-7.2342701152	4.680394079497769e-13	1.0792270755609399e-11	ENSG00000173947	PIFO	primary cilia formation
ENSG00000178662	50.4341916651	-1.0756794741	0.1614065496	-6.6644103138	2.6573011394011098e-11	4.68998666323435e-10	ENSG00000178662	CSRNP3	cysteine and serine rich nuclear protein 3
ENSG00000184949	25.9463144154	-1.0749150795	0.25162792970000003	-4.2718432758	1.93863811248137e-05	0.0001079966927151	ENSG00000184949	FAM227A	family with sequence similarity 227 member A
ENSG00000167083	27.0913575524	-1.073658118	0.2641854192	-4.0640324552	4.82321148429363e-05	0.0002421146443826	ENSG00000167083	GNGT2	G protein subunit gamma transducin 2
ENSG00000049089	132.1655652831	-1.0726603843	0.2592116498	-4.1381642575	3.50095705160562e-05	0.0001822502564483	ENSG00000049089	COL9A2	collagen type IX alpha 2 chain
ENSG00000216775	58.35035178	-1.0708186397	0.1530910834	-6.9946506106	2.6592078084034497e-12	5.4220698625416194e-11	ENSG00000216775	ENSG00000216775	
ENSG00000148082	186.4507557249	-1.0707169443	0.2438410215	-4.3910451892	1.12807090694943e-05	6.64076600677218e-05	ENSG00000148082	SHC3	SHC adaptor protein 3
ENSG00000281103	44.3384386228	-1.0702971302	0.22780167750000002	-4.6983724708	2.62242855539626e-06	1.78559049462605e-05	ENSG00000281103	ENSG00000281103	ENSG00000281103
ENSG00000046653	315.0831082217	-1.069213514	0.1546907947	-6.9119401453	4.78069580956574e-12	9.410554151764679e-11	ENSG00000046653	GPM6B	glycoprotein M6B
ENSG00000013016	130.8791677746	-1.0691172343	0.1382799575	-7.731541531	1.0625200093459301e-14	3.13234901970287e-13	ENSG00000013016	EHD3	EH domain containing 3
ENSG00000196208	69.766094289	-1.0684516182000001	0.1604686659	-6.6583193176	2.76976509300076e-11	4.87473464680986e-10	ENSG00000196208	GREB1	growth regulating estrogen receptor binding 1
ENSG00000102879	1273.3506288728	-1.0680595347	0.23521931570000001	-4.5406965467	5.60686822018484e-06	3.54755317745455e-05	ENSG00000102879	CORO1A	coronin 1A
ENSG00000267121	269.4762485511	-1.0674608185	0.1527807601	-6.9868798759	2.8106669003774997e-12	5.6876631166152095e-11	ENSG00000267121	ENSG00000267121	
ENSG00000198915	38.7964643603	-1.0668096596	0.1883780756	-5.6631306809	1.48635874560818e-08	1.62375397811379e-07	ENSG00000198915	RASGEF1A	RasGEF domain family member 1A
ENSG00000196172	40.4816837291	-1.0664963707	0.1611615206	-6.6175620992	3.6517083526392497e-11	6.2971011160893e-10	ENSG00000196172	ZNF681	zinc finger protein 681
ENSG00000139055	24.8484932157	-1.0662419562	0.1888336565	-5.6464614215	1.63783896867502e-08	1.7666271104393e-07	ENSG00000139055	ERP27	endoplasmic reticulum protein 27
ENSG00000184588	374.3830727134	-1.0653859584	0.21842811850000002	-4.877512867	1.07431842246947e-06	7.98678767044897e-06	ENSG00000184588	PDE4B	phosphodiesterase 4B
ENSG00000107242	99.817289949	-1.065334795	0.1287692015	-8.2732111613	1.30398456107761e-16	5.12291340428378e-15	ENSG00000107242	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
ENSG00000137726	286.5730241174	-1.0651479133	0.1307067962	-8.1491394799	3.66523009002915e-16	1.36026394981536e-14	ENSG00000137726	FXYD6	FXYD domain containing ion transport regulator 6
ENSG00000205361	15.4763391237	-1.0651393091	0.2442599269	-4.3606797178	1.29659037333602e-05	7.53595500491398e-05	ENSG00000205361	MT1DP	
ENSG00000177570	64.9141703915	-1.0640216081	0.19693758990000002	-5.4028365468	6.55952285120294e-08	6.34955049601753e-07	ENSG00000177570	SAMD12	sterile alpha motif domain containing 12
ENSG00000272323	17.666560117	-1.0639859761000001	0.1791776099	-5.9381636838	2.8823219933272604e-09	3.57274750578829e-08	ENSG00000272323	ENSG00000272323	
ENSG00000139364	32.2467444839	-1.0638946483	0.1915125605	-5.5552212621	2.77260325640055e-08	2.87820434228557e-07	ENSG00000139364	TMEM132B	transmembrane protein 132B
ENSG00000165071	119.4860465129	-1.0634143022	0.2052685149	-5.1806011397	2.2117196667533e-07	1.91576953975832e-06	ENSG00000165071	TMEM71	transmembrane protein 71
ENSG00000196632	23.4331123032	-1.0632617005	0.1749028594	-6.0791556207	1.20817061485546e-09	1.61023676198515e-08	ENSG00000196632	WNK3	WNK lysine deficient protein kinase 3
ENSG00000067840	246.4417984178	-1.0627664262	0.179629331	-5.916441488	3.2898143047797903e-09	4.04845496916511e-08	ENSG00000067840	PDZD4	PDZ domain containing 4
ENSG00000144354	28.9122354789	-1.0624086619	0.23343505750000001	-4.551195836	5.33418692143109e-06	3.39582188583778e-05	ENSG00000144354	CDCA7	cell division cycle associated 7
ENSG00000273402	16.0886942373	-1.0611588857	0.2995174203	-3.542895384	0.0003957596671118	0.0015544803992245	ENSG00000273402	ENSG00000273402	
ENSG00000077522	86.5504791782	-1.0610012729	0.2157607013	-4.9174908423	8.76605563602498e-07	6.65294406591541e-06	ENSG00000077522	ACTN2	actinin alpha 2
ENSG00000163803	183.0566055495	-1.0609392865	0.21629900200000002	-4.9049661651	9.34434454071736e-07	7.0247176193007e-06	ENSG00000163803	PLB1	phospholipase B1
ENSG00000231768	128.8280804776	-1.059409147	0.1858777472	-5.6994942269	1.20163393640093e-08	1.33523572140078e-07	ENSG00000231768	LINC01354	
ENSG00000143119	1030.5150223266	-1.0590645434	0.2273649609	-4.6579936466	3.19306064244164e-06	2.13313716842446e-05	ENSG00000143119	CD53	CD53 molecule
ENSG00000281392	27.9969624807	-1.0576858077	0.17375350920000002	-6.0872773871	1.1484689688426401e-09	1.53611814571908e-08	ENSG00000281392	ENSG00000281392	ENSG00000281392
ENSG00000238755	42.4412973527	-1.0574325967	0.2950377189	-3.5840590162	0.0003382955951216	0.001350808628703	ENSG00000238755	LINC02006	
ENSG00000197540	51.648193379	-1.0557693804	0.2927160138	-3.6068043111	0.0003099912623645	0.0012562205256674	ENSG00000197540	GZMM	granzyme M
